Episode,Success Rate,Average Arrival time,std_at,Collision Rate,Timeout Rate,Trajectory Efficiency,std_te
100,100.00,7.54,0.06,0.00,0.00,0.9837,0.0021
200,100.00,7.60,0.05,0.00,0.00,0.9838,0.0021
