Episode,Success Rate,Average Arrival time,std_at,Collision Rate,Timeout Rate,Trajectory Efficiency,std_te
100,98.00,7.53,0.14,2.00,0.00,0.9094,0.0195
100,0.00,nan,nan,0.00,0.00,nan,nan
200,99.00,7.62,0.38,1.00,0.00,0.9113,0.0381
300,99.00,7.64,0.22,1.00,0.00,0.9063,0.0297
400,98.00,7.65,0.15,2.00,0.00,0.9084,0.0212
500,100.00,7.68,0.17,0.00,0.00,0.9068,0.0220
600,100.00,7.70,0.17,0.00,0.00,0.9040,0.0217
700,100.00,7.73,0.16,0.00,0.00,0.9065,0.0224
800,100.00,7.71,0.13,0.00,0.00,0.9071,0.0176
