time,ID,x,y,yaw
4.8,1,94,107,1.03884037555
4.9,0,145,133,-2.14538655107
4.9,1,94,107,1.03329541993
5.0,0,145,132,-2.15632182673
5.0,1,94,108,1.02408895668
5.1,0,145,132,-2.16994263284
5.1,1,95,108,1.01394490937
5.3,0,145,132,-2.18465360817
5.3,1,95,109,1.00326872701
5.4,0,144,131,-2.20044655364
5.4,1,95,109,0.9931069742
5.5,0,144,131,-2.2070130147
5.5,1,96,109,0.988965760039
5.6,0,144,130,-2.22105216555
5.6,1,96,110,0.979654018499
5.7,0,143,130,-2.24079746598
5.7,1,96,111,0.968997715107
5.8,0,143,129,-2.2623331783
5.8,1,97,111,0.957191658543
5.9,0,143,129,-2.27663207212
5.9,1,97,111,0.946472640932
6.0,0,143,129,-2.28402444295
6.0,1,97,112,0.940018475086
6.1,0,142,129,-2.30619740853
6.1,1,97,112,0.921985058287
6.2,0,142,128,-2.32226604365
6.2,1,98,112,0.912367702664
6.3,0,142,128,-2.339485431
6.3,1,98,113,0.901982243203
6.4,0,141,128,-2.35383726086
6.4,1,98,113,0.893568283435
6.5,0,141,127,-2.37084654879
6.5,1,98,113,0.883947067798
6.6,0,140,127,-2.39741051958
6.6,1,99,114,0.86697284632
6.7,0,140,126,-2.41607917962
6.7,1,99,115,0.854987648165
6.8,0,139,126,-2.42944033234
6.8,1,100,115,0.838458625244
6.9,0,139,125,-2.43883726758
6.9,1,100,115,0.826929109145
7.0,0,139,125,-2.44844906014
7.0,1,100,116,0.816703419345
7.1,0,138,125,-2.46194427169
7.1,1,101,116,0.801193625454
7.2,0,137,124,-2.47025357877
7.2,1,102,117,0.790218697216
7.3,0,137,124,-2.471012127
7.3,1,102,117,0.785201096882
7.4,0,137,124,-2.46458994371
7.4,1,102,118,0.779878865832
7.5,0,136,123,-2.45599105319
7.5,1,103,118,0.774351192621
7.6,0,136,123,-2.43908982877
7.6,1,103,118,0.768100323664
7.7,0,135,123,-2.41283668419
7.7,1,103,119,0.765968312463
7.8,0,135,122,-2.40436309364
7.8,1,104,119,0.767688986426
7.9,0,135,122,-2.37448634977
7.9,1,104,119,0.78374549181
8.0,0,134,121,-2.34907631871
8.0,1,105,120,0.803846814543
8.1,0,134,121,-2.32569166509
8.1,1,105,120,0.821792154553
8.2,0,133,120,-2.29907943566
8.2,1,106,121,0.839343493948
8.3,0,133,120,-2.2810113048
8.3,1,106,121,0.844409735712
8.4,0,133,120,-2.26884509705
8.4,1,106,122,0.846678475816
8.5,0,132,119,-2.25508740735
8.5,1,107,122,0.851308596369
8.6,0,132,119,-2.24641678262
8.6,1,107,122,0.861150470963
8.7,0,132,119,-2.24618265969
8.7,1,107,123,0.875805386742
8.8,0,131,118,-2.24820645247
8.8,1,107,123,0.882997943207
8.9,0,131,118,-2.24518191311
8.9,1,108,124,0.886643368111
9.0,0,131,117,-2.23915042138
9.0,1,108,124,0.876962388418
9.1,0,131,117,-2.2365691796
9.1,1,108,124,0.869746749833
