Episode,Success Rate,Average Arrival time,std_at,Collision Rate,Timeout Rate,Trajectory Efficiency,std_te
100,100.00,17.42,1.79,0.00,0.00,0.6566,0.0931
200,100.00,18.31,3.21,0.00,0.00,0.6405,0.0971
300,100.00,17.95,3.49,0.00,0.00,0.6390,0.1248
400,100.00,17.90,2.99,0.00,0.00,0.6510,0.0943
500,100.00,17.59,2.92,0.00,0.00,0.6638,0.0793
