time,ID,x,y,yaw
0.1,0,1.61838350381,1.17582474392,-2.50998614579
0.1,1,-1.61703471392,-1.17484525323,0.626187612435
0.2,0,1.61805775766,1.17558581841,-2.50345044794
0.2,1,-1.61628671725,-1.17429991283,0.628680770816
0.3,0,1.61723273647,1.17496745001,-2.4906175327
0.3,1,-1.61497487058,-1.17333797538,0.635471290426
0.4,0,1.61595046827,1.1739748096,-2.47253018787
0.4,1,-1.61306065904,-1.1719102267,0.646060421272
0.5,0,1.61394106016,1.17234894779,-2.44788603656
0.5,1,-1.6100758385,-1.16962274843,0.66199216891
0.6,0,1.61112277571,1.16993453694,-2.41999197529
0.6,1,-1.60577139258,-1.1661993714,0.682370193711
0.7,0,1.60831692887,1.16740206022,-2.40012217971
0.7,1,-1.60132880062,-1.16252138757,0.699475814244
0.8,0,1.60498347156,1.16429369273,-2.38509390177
0.8,1,-1.5961381804,-1.15808699633,0.712570145472
0.9,0,1.6008495209,1.16033956365,-2.37292107207
0.9,1,-1.59022840919,-1.15294149573,0.719283304617
1.0,0,1.59514779503,1.15475629611,-2.35973381384
1.0,1,-1.58269885596,-1.14631767366,0.724156348714
1.1,0,1.5889019869,1.14846413031,-2.34426919209
1.1,1,-1.57483585845,-1.13930573938,0.733244294203
1.2,0,1.58175608362,1.14101693973,-2.3224117386
1.2,1,-1.56585579701,-1.13108704478,0.751048343033
1.3,0,1.57509011266,1.13373547846,-2.30342292636
1.3,1,-1.55724480936,-1.12291211124,0.766101940276
1.4,0,1.56966267523,1.12761459765,-2.2903372451
1.4,1,-1.55030582146,-1.11617897844,0.774230776437
1.5,0,1.55905938012,1.1152357445,-2.26675976508
1.5,1,-1.53717444473,-1.10314603896,0.791192764739
1.6,0,1.55320388172,1.10814645963,-2.25267222889
1.6,1,-1.53007089932,-1.09586545169,0.804885071105
1.7,0,1.54672955514,1.10006315883,-2.23671504346
1.7,1,-1.52199571558,-1.08733578069,0.820131265825
1.8,0,1.54056259609,1.09209203745,-2.22363323045
1.8,1,-1.51421084483,-1.07889129778,0.830961244143
1.9,0,1.53008632731,1.07811917311,-2.20420324195
1.9,1,-1.50119183019,-1.06443439452,0.844646733303
2.0,0,1.52092928068,1.06539405342,-2.18369008911
2.0,1,-1.48988066702,-1.05150105662,0.860766353958
2.2,0,1.51328870591,1.054305924,-2.16395326783
2.2,1,-1.48031786347,-1.04019126744,0.877307895949
2.3,0,1.50676830863,1.04446840513,-2.14949322617
2.3,1,-1.47205417393,-1.03011270115,0.889883298786
2.4,0,1.4972520653,1.02963062727,-2.13275041444
2.4,1,-1.46000143445,-1.01503111123,0.90286979535
2.5,0,1.48994355889,1.01786346752,-2.11910060787
2.5,1,-1.45074592221,-1.00318991602,0.912941433258
2.6,0,1.47964191245,1.00052970034,-2.09441699524
2.6,1,-1.43769843885,-0.985973501783,0.931801734704
2.7,0,1.46948380556,0.982434618491,-2.07128073407
2.7,1,-1.42490077527,-0.968449720762,0.947116892532
2.8,0,1.45855397188,0.961997543863,-2.05234173293
2.8,1,-1.41088653013,-0.948745792304,0.95706430248
2.9,0,1.44742192735,0.940113041272,-2.02901360314
2.9,1,-1.39632362968,-0.927867000982,0.967684047364
3.0,0,1.43377143632,0.911359773228,-2.00258946644
3.0,1,-1.37848324775,-0.90149435794,0.984280296352
3.1,0,1.42509104586,0.892337907792,-1.99592565173
3.1,1,-1.36737089554,-0.884625602818,0.991493208579
3.2,0,1.41695574699,0.874325515804,-1.99463476965
3.2,1,-1.35665414177,-0.868198290679,0.993990535507
3.3,0,1.40656575918,0.851346978742,-1.99750724365
3.3,1,-1.34297718204,-0.84712660025,0.99569387463
3.4,0,1.39407835003,0.824251921811,-2.00918414771
3.4,1,-1.32700326692,-0.82253404758,0.992357997059
3.5,0,1.38387002326,0.802796413427,-2.02235262479
3.5,1,-1.31402460793,-0.802818471838,0.984192332875
3.6,0,1.37922395415,0.793184540805,-2.02862364736
3.6,1,-1.30811882492,-0.793955063603,0.980460808647
3.7,0,1.36592041613,0.766765746892,-2.0471742254
3.7,1,-1.29203979815,-0.770108216027,0.973322058225
3.8,0,1.35461803808,0.745268353583,-2.06236928513
3.8,1,-1.27912282115,-0.751154043507,0.971948172766
3.9,0,1.3380339749,0.715017301187,-2.08241347843
3.9,1,-1.26142538909,-0.725272288674,0.969669738858
4.0,0,1.32189809427,0.686900224584,-2.10133695156
4.0,1,-1.24449939642,-0.700764045301,0.962511163537
4.1,0,1.31627818149,0.677395250175,-2.10868200854
4.1,1,-1.23866046409,-0.692397735252,0.959653090724
4.2,0,1.30240952957,0.654681333795,-2.12908666296
4.2,1,-1.22421249051,-0.671934583381,0.953411495509
4.3,0,1.28970498484,0.634705887624,-2.14550174536
4.3,1,-1.2112768613,-0.6537313705,0.95221675695
4.4,0,1.27570788327,0.613468025031,-2.16157918942
4.4,1,-1.19681456558,-0.633513405449,0.946926360902
4.5,0,1.25769466281,0.587234075052,-2.18487269194
4.5,1,-1.17866695896,-0.608476683215,0.937909277769
4.6,0,1.25449599844,0.582716776,-2.18936606515
4.6,1,-1.17556491636,-0.604255296911,0.935973600912
4.7,0,1.23969681018,0.562337721011,-2.20848291952
4.7,1,-1.16140307478,-0.585274567002,0.922287830919
4.8,0,1.21696542393,0.532569626508,-2.23792717556
4.8,1,-1.13916681523,-0.556623407632,0.902069594432
4.9,0,1.19729903527,0.508112928771,-2.25714466425
4.9,1,-1.11926730869,-0.531743256598,0.889727797023
5.0,0,1.18173035766,0.48934724338,-2.26941266987
5.0,1,-1.10339506119,-0.512370828265,0.879097813365
5.1,0,1.1787334499,0.485785452556,-2.27135133014
5.1,1,-1.10042826664,-0.508795369355,0.877278239306
5.2,0,1.15216413599,0.454723438943,-2.28501010112
5.2,1,-1.0743679814,-0.478089252961,0.854700710453
5.3,0,1.12818942358,0.427378617649,-2.29646884107
5.3,1,-1.05019383259,-0.450981587891,0.829887380727
5.4,0,1.1038993929,0.400417952864,-2.3136432525
5.4,1,-1.02518998821,-0.424317653097,0.805147004324
5.5,0,1.09017461961,0.385658981018,-2.32662115827
5.5,1,-1.01120577888,-0.409960003926,0.791852307883
5.6,0,1.06374184839,0.358226078164,-2.34731311626
5.6,1,-0.984600767201,-0.383675034502,0.763590863358
5.7,0,1.04451681703,0.338811197121,-2.35928729114
5.7,1,-0.965072078993,-0.365331424339,0.744541496258
5.8,0,1.01973326469,0.314496874005,-2.37308331661
5.8,1,-0.940220421411,-0.342876082318,0.727486640869
5.9,0,0.995587627879,0.291538540622,-2.38983413783
5.9,1,-0.917139803522,-0.322362396143,0.726605521912
6.0,0,0.978775075952,0.275991895468,-2.40129452278
6.0,1,-0.901149655834,-0.308162326563,0.725496115573
6.1,0,0.955700484686,0.255211085072,-2.41474962468
6.1,1,-0.879318174767,-0.288827101819,0.725591995272
6.2,0,0.928348947048,0.231055322644,-2.41964264855
6.2,1,-0.853288948374,-0.265459268824,0.740169012152
6.3,0,0.907237208814,0.212458193485,-2.41861268488
6.3,1,-0.832875628659,-0.246559524811,0.75560228941
6.5,0,0.889845681575,0.197072843286,-2.41639590304
6.5,1,-0.81657616329,-0.230925896901,0.775796559761
6.6,0,0.872459612922,0.181617024827,-2.41184004022
6.6,1,-0.800467020048,-0.215114484275,0.798952813231
6.7,0,0.85261540689,0.163678385256,-2.40064953289
6.7,1,-0.782418356126,-0.19634084631,0.824249659605
6.8,0,0.828339740874,0.140952459619,-2.37449792891
6.8,1,-0.760637704738,-0.172319381891,0.842207626267
6.9,0,0.810329591575,0.123573371101,-2.35231197283
6.9,1,-0.744084124004,-0.153600161126,0.851062745902
7.0,0,0.790994018271,0.103852514692,-2.33377377389
7.0,1,-0.726049030319,-0.132873158191,0.857758831627
7.1,0,0.769349022202,0.080743409388,-2.31306611687
7.1,1,-0.705366986368,-0.108845137963,0.862259444807
7.2,0,0.756226086602,0.0662616487555,-2.30037743127
7.2,1,-0.692634225473,-0.0939489857976,0.864670046252
7.3,0,0.742420961967,0.050674716404,-2.28861790103
7.3,1,-0.679094915005,-0.078052475862,0.865864112026
7.4,0,0.72688839338,0.0326871587996,-2.27767357204
7.4,1,-0.663516207885,-0.0597378199605,0.865700927668
7.5,0,0.704723351828,0.00634795761697,-2.26414785211
7.5,1,-0.641105882151,-0.0333943772044,0.868661234868
7.6,0,0.682223328549,-0.0208694574792,-2.260826325
7.6,1,-0.61899411655,-0.00700397089729,0.876391437268
7.7,0,0.668849071613,-0.0370354809546,-2.26334495789
7.7,1,-0.605901039518,0.00876268316345,0.879074014536
7.8,0,0.666253980219,-0.0401629030431,-2.26341125942
7.8,1,-0.603376626398,0.0118120024608,0.879321744371
7.9,0,0.651968566521,-0.0574285198781,-2.25968675695
7.9,1,-0.58947671205,0.0286274443474,0.880440586823
8.0,0,0.639323613563,-0.0728884481092,-2.25250710922
8.0,1,-0.576667705048,0.0441315605415,0.879671432188
8.1,0,0.618219365794,-0.0992486407058,-2.23925506987
8.1,1,-0.554150790713,0.0711698896841,0.871888561089
8.2,0,0.6012344333,-0.120946559805,-2.23224539014
8.2,1,-0.53535322376,0.0933964437036,0.866181697368
8.3,0,0.590440432279,-0.134802087642,-2.2340843557
8.3,1,-0.523171791472,0.107715175212,0.866555463329
8.4,0,0.566610650686,-0.164762844169,-2.25451491772
8.4,1,-0.49746332458,0.138370286882,0.879896436936
8.5,0,0.546539188633,-0.188996559217,-2.27413053895
8.5,1,-0.477281216258,0.162975213273,0.887611185752
8.6,0,0.532323108586,-0.2055770531,-2.28454325141
8.6,1,-0.46381898873,0.179568129056,0.890313134569
8.7,0,0.513479841247,-0.227196391396,-2.28952555264
8.7,1,-0.446238788666,0.201288857873,0.889444601089
8.8,0,0.491287057025,-0.252685591984,-2.28347169625
8.8,1,-0.425075554969,0.227078746453,0.876359623642
8.9,0,0.473578176603,-0.273342989154,-2.27490513473
8.9,1,-0.407943404613,0.247397888964,0.864023484232
9.0,0,0.451937701629,-0.298941218485,-2.27429176827
9.0,1,-0.386552962289,0.272161295853,0.854646275913
9.1,0,0.43320088826,-0.320726673267,-2.28985803584
9.1,1,-0.368027361075,0.293364462874,0.850716959022
