time,ID,x,y,yaw
3.9,0,148,135,-1.95470630874
3.9,1,94,102,0.780714753669
4.1,0,147,134,-1.96582415582
4.1,1,95,102,0.789163883195
4.2,0,147,134,-1.98921824906
4.2,1,95,103,0.793414926844
4.3,0,147,133,-2.00586496921
4.3,1,95,103,0.797575444958
4.4,0,147,133,-2.01919762631
4.4,1,96,103,0.804209640481
4.5,0,146,132,-2.03982170033
4.5,1,96,104,0.815372178958
4.6,0,146,132,-2.05702582815
4.6,1,97,104,0.839546849898
4.7,0,146,131,-2.08176403988
4.7,1,97,105,0.854466543794
4.8,0,145,130,-2.10133142912
4.8,1,97,105,0.866302359982
4.9,0,145,130,-2.1076041677
4.9,1,98,105,0.869515325885
5.0,0,145,130,-2.12506622416
5.0,1,98,106,0.878101404444
5.1,0,145,129,-2.13776397295
5.1,1,98,106,0.891251132161
5.2,0,144,129,-2.14594783638
5.2,1,99,107,0.900827853283
5.3,0,144,128,-2.15811305491
5.3,1,99,107,0.906305336604
5.4,0,143,127,-2.18079270224
5.4,1,100,108,0.896864336195
5.5,0,143,127,-2.20114380695
5.5,1,100,109,0.883282827559
5.6,0,143,126,-2.21335369868
5.6,1,100,109,0.873986637198
5.7,0,142,126,-2.22374585019
5.7,1,101,109,0.866389936796
5.8,0,142,126,-2.23529520755
5.8,1,101,110,0.858000314794
5.9,0,142,125,-2.24909183256
5.9,1,102,110,0.848882239993
6.0,0,141,125,-2.25990257589
6.0,1,102,111,0.842391314099
6.1,0,141,124,-2.26783329455
6.1,1,102,111,0.839437844716
6.2,0,141,124,-2.27222138769
6.2,1,102,111,0.838663655819
6.3,0,141,124,-2.28108867853
6.3,1,103,112,0.839136135844
6.4,0,140,123,-2.29783365865
6.4,1,103,112,0.839442731883
6.5,0,140,123,-2.30731237476
6.5,1,103,112,0.842103189463
6.6,0,140,123,-2.31495025494
6.6,1,104,113,0.846511903282
6.7,0,139,122,-2.32037365811
6.7,1,104,113,0.851551249687
6.8,0,139,122,-2.32853699649
6.8,1,104,113,0.861684640954
6.9,0,139,122,-2.33437049106
6.9,1,105,114,0.871979721765
7.0,0,138,121,-2.3363969601
7.0,1,105,114,0.879027042732
7.1,0,138,121,-2.33730169176
7.1,1,105,114,0.882281987096
7.2,0,138,121,-2.33991784444
7.2,1,105,114,0.890030371613
7.3,0,138,121,-2.34710749594
7.3,1,106,115,0.89678672924
7.4,0,137,120,-2.35667228171
7.4,1,106,115,0.902434588851
7.5,0,136,119,-2.3605215674
7.5,1,107,116,0.908725389415
7.6,0,136,119,-2.3616175021
7.6,1,107,116,0.910802466202
7.7,0,136,119,-2.363126023
7.7,1,107,117,0.912487981004
7.8,0,135,118,-2.36323697903
7.8,1,107,117,0.917071943786
7.9,0,135,118,-2.34975502627
7.9,1,108,118,0.923365096397
8.0,0,134,117,-2.33549213957
8.0,1,108,118,0.927575051343
8.1,0,134,117,-2.32420596465
8.1,1,108,118,0.927432944037
8.2,0,134,117,-2.30598788117
8.2,1,109,119,0.924365875335
8.3,0,133,116,-2.29274614892
8.3,1,109,119,0.923434791875
8.4,0,133,116,-2.29032234746
8.4,1,109,120,0.925125464278
8.5,0,133,115,-2.28994061567
8.5,1,110,120,0.931598317617
8.6,0,132,115,-2.29007706328
8.6,1,110,120,0.932858614181
8.7,0,132,115,-2.28322961338
8.7,1,110,121,0.931110990752
8.8,0,132,114,-2.27387367444
8.8,1,111,121,0.927530388258
8.9,0,131,114,-2.26457840945
8.9,1,111,122,0.923876099336
9.0,0,131,114,-2.26524951664
9.0,1,111,122,0.930134476511
9.1,0,131,113,-2.26988490418
9.1,1,111,123,0.933684131722
9.2,0,131,113,-2.28040825265
9.2,1,112,123,0.93862001297
