Episode,Success Rate,Average Arrival time,std_at,Collision Rate,Timeout Rate,Trajectory Efficiency,std_te
100,94.00,8.08,0.39,6.00,0.00,0.8773,0.0207
200,97.00,8.16,0.43,3.00,0.00,0.8815,0.0203
300,96.00,8.08,0.36,4.00,0.00,0.8765,0.0184
400,97.00,8.06,0.30,3.00,0.00,0.8762,0.0186
500,97.00,8.11,0.32,3.00,0.00,0.8752,0.0194
600,97.00,8.09,0.35,3.00,0.00,0.8755,0.0208
700,97.00,8.10,0.35,3.00,0.00,0.8758,0.0200
