Episode,Success Rate,Average Arrival time,std_at,Collision Rate,Timeout Rate,Trajectory Efficiency,std_te
100,95.00,8.04,0.36,5.00,0.00,0.8765,0.0196
200,95.00,8.05,0.31,5.00,0.00,0.8805,0.0173
