Episode,Success Rate,Average Arrival time,std_at,Collision Rate,Timeout Rate,Trajectory Efficiency,std_te
100,100.00,8.34,0.15,0.00,0.00,0.9762,0.0030
200,100.00,8.39,0.14,0.00,0.00,0.9760,0.0029
