time,ID,x,y,yaw
0.3,0,152,144,-2.51181741628
0.3,1,88,96,0.632854956806
0.8,0,152,143,-2.50228676365
0.8,1,88,96,0.655452787139
1.3,0,152,143,-2.45587936117
1.3,1,88,97,0.684011459221
1.8,0,152,143,-2.39972686857
1.8,1,88,97,0.744171383327
2.3,0,151,142,-2.32508690323
2.3,1,89,98,0.819164013785
2.8,0,149,140,-2.25252296809
2.8,1,90,99,0.902481351443
3.3,0,148,139,-2.17793745572
3.3,1,92,101,0.975058129905
3.8,0,147,137,-2.17251512769
3.8,1,93,103,0.986140164206
4.3,0,144,134,-2.29809376076
4.3,1,96,107,0.853831716886
4.8,0,142,131,-2.44096771852
4.8,1,98,109,0.716151912827
5.3,0,138,129,-2.5637809815
5.3,1,101,112,0.61626186621
