time,ID,x,y,yaw
0.1,0,1.61767560048,1.17531314854,-2.51665057899
0.1,1,-1.61792190745,-1.17548981745,0.628997376267
0.2,0,1.61766791952,1.17530761857,-2.51672213151
0.2,1,-1.61792000678,-1.17548843526,0.629013567373
0.3,0,1.61755679398,1.17522752325,-2.51775882622
0.3,1,-1.61789255474,-1.17546847432,0.629248330798
0.4,0,1.61752622994,1.17520547875,-2.51804420628
0.4,1,-1.61788501716,-1.17546299454,0.629313089696
0.5,0,1.61735196677,1.17507960023,-2.51806292666
0.5,1,-1.6177876503,-1.1753905336,0.630370140991
0.6,0,1.61676572989,1.17465684269,-2.51621995397
0.6,1,-1.61742653057,-1.17512603716,0.634640851363
0.7,0,1.61579846283,1.17395551205,-2.51264505129
0.7,1,-1.61681758655,-1.17467480425,0.641766036417
0.8,0,1.61476806347,1.17320261784,-2.50879308226
0.8,1,-1.61615515874,-1.17417645652,0.649254143155
0.9,0,1.61293746876,1.17185047642,-2.50223874807
0.9,1,-1.61494892542,-1.17324952702,0.66217393388
1.0,0,1.61008887471,1.16971224294,-2.49311808125
1.0,1,-1.61301076773,-1.17170997545,0.681224475067
1.1,0,1.60865401161,1.16862002856,-2.48906550939
1.1,1,-1.61201381372,-1.17089503037,0.690370610117
1.2,0,1.6056378758,1.16629614329,-2.48177416612
1.2,1,-1.60987819819,-1.16909943975,0.708549434895
1.3,0,1.60396989995,1.16499725947,-2.47847213988
1.3,1,-1.6086751462,-1.16805964746,0.717957232496
1.4,0,1.60074180101,1.1624618446,-2.47360585698
1.4,1,-1.60630495008,-1.16595470101,0.734769538229
1.5,0,1.59751507687,1.15990739148,-2.47080807136
1.5,1,-1.60388474971,-1.16373124454,0.749631487202
1.6,0,1.59190055076,1.15544856126,-2.4709403406
1.6,1,-1.59957144108,-1.1596212888,0.770796988571
1.7,0,1.58648201313,1.15116825893,-2.47491142543
1.7,1,-1.59537129211,-1.15547983217,0.78480978862
1.9,0,1.58405788796,1.14926646969,-2.47693759577
1.9,1,-1.59349006718,-1.153592774,0.789436329898
2.0,0,1.580836309,1.14674504656,-2.47922244227
2.0,1,-1.5909703567,-1.15104084071,0.79467683645
2.1,0,1.57522794695,1.14237634842,-2.48067378296
2.1,1,-1.5865062842,-1.14646229256,0.802944292547
2.2,0,1.57073065426,1.13887364645,-2.47903996489
2.2,1,-1.58287864939,-1.14267596773,0.810306967475
2.3,0,1.56452179969,1.13400726516,-2.47424266836
2.3,1,-1.57794133797,-1.13742061194,0.82335252371
2.4,0,1.5585470543,1.12927469656,-2.46882622961
2.4,1,-1.57331830898,-1.13236012547,0.838353351654
2.5,0,1.55027042474,1.12263501662,-2.46324653217
2.5,1,-1.5670330091,-1.12522719881,0.859189680428
2.6,0,1.54582259258,1.11904602965,-2.46217751954
2.6,1,-1.56368712591,-1.12130323788,0.868977086716
2.7,0,1.53814673135,1.11285273791,-2.46259001149
2.7,1,-1.55796061241,-1.11443162557,0.882188211164
2.8,0,1.53149375369,1.10748273173,-2.46265246013
2.8,1,-1.55299817427,-1.10834859434,0.891483316718
2.9,0,1.52658131784,1.10351189239,-2.46115710739
2.9,1,-1.54930916272,-1.10375463478,0.898373897216
3.0,0,1.51898623681,1.09733716337,-2.45656827421
3.0,1,-1.54365441222,-1.09656154033,0.910962650668
3.1,0,1.51372749054,1.09302609169,-2.45284544198
3.1,1,-1.53981758864,-1.09156616823,0.920986174597
3.2,0,1.5067738762,1.08727399875,-2.44854945766
3.2,1,-1.53481476271,-1.08489403512,0.934322508985
3.3,0,1.500232595,1.08182774268,-2.44606295286
3.3,1,-1.53015518942,-1.07851087654,0.945661082394
3.4,0,1.49547972258,1.07786158861,-2.44525862679
3.4,1,-1.52678656605,-1.07380749311,0.952627654136
3.5,0,1.48580357741,1.06976700267,-2.44366523641
3.5,1,-1.51995285708,-1.0640888217,0.964486408326
3.6,0,1.48515209,1.06922009414,-2.44346751781
3.6,1,-1.51949229664,-1.0634265439,0.965261533331
3.7,0,1.47589281849,1.06141754838,-2.43936441308
3.7,1,-1.51302365625,-1.0539743175,0.97743830715
