Episode,Average Reward
0,-0.76
5,0.17
10,-0.80
15,0.07
20,-0.15
25,-0.21
30,-0.13
35,0.02
40,-0.18
45,-0.10
50,-0.65
55,0.89
60,0.15
65,-1.09
70,1.79
75,0.39
80,-0.73
85,0.19
90,-0.35
95,0.29
100,-0.95
105,-1.13
110,2.03
115,0.96
120,0.79
125,0.67
130,0.95
135,3.70
140,3.81
145,3.82
150,2.84
155,3.78
160,3.80
165,3.35
170,3.79
175,3.96
180,3.87
185,3.92
190,1.91
195,3.28
200,3.83
205,3.89
210,3.90
215,3.87
220,3.89
225,2.91
230,2.93
235,3.85
240,2.95
245,2.95
250,3.98
255,3.01
260,3.00
265,3.98
270,3.93
275,3.95
280,3.96
285,3.96
290,3.98
295,3.98
300,3.95
305,4.00
310,3.96
315,3.97
320,3.99
325,4.00
330,4.01
335,4.03
340,3.93
345,3.95
350,3.99
355,4.02
360,4.01
365,4.05
370,4.01
375,4.07
380,4.06
385,4.02
390,4.03
395,3.99
400,4.10
405,2.02
410,4.08
415,4.02
420,4.02
425,4.05
430,4.07
435,4.09
440,4.11
445,4.02
450,4.05
455,4.08
460,4.07
465,4.07
470,4.02
475,4.07
480,4.03
485,4.03
490,4.05
495,4.00
500,4.03
505,4.09
510,4.04
515,4.10
520,4.01
525,4.02
530,4.04
535,4.09
540,4.06
545,4.07
550,4.03
555,3.95
560,4.10
565,4.06
570,4.00
575,4.04
580,4.05
585,0.98
590,4.10
595,2.95
600,2.04
605,3.96
610,3.92
615,4.00
620,4.02
625,4.04
630,4.09
635,4.04
640,4.07
645,4.02
650,4.09
655,2.04
660,4.02
665,4.03
670,4.08
675,4.01
680,3.96
685,4.07
690,4.07
695,4.02
700,4.05
705,4.02
710,-1.42
715,1.99
720,3.95
725,2.92
730,4.01
735,4.00
740,4.02
745,4.05
750,4.05
755,4.11
760,4.01
765,4.07
770,4.06
775,4.06
780,4.03
785,4.04
790,4.06
795,4.06
800,4.04
805,4.08
810,4.08
815,4.00
820,4.06
825,4.10
830,4.05
835,4.04
840,4.05
845,4.11
850,3.99
855,4.06
860,4.07
865,4.03
870,4.09
875,4.10
880,4.06
885,4.12
890,4.11
895,4.06
900,4.07
905,4.08
910,4.08
915,1.97
920,4.09
925,3.88
930,4.00
935,2.86
940,4.08
945,4.05
950,4.06
955,4.05
960,4.06
965,4.13
970,4.04
975,4.04
980,4.06
985,4.07
990,4.07
995,2.01
1000,1.98
1005,4.04
1010,-1.13
1015,3.99
1020,4.04
1025,4.09
1030,4.04
1035,4.06
1040,4.02
1045,4.05
1050,3.97
1055,4.05
1060,4.02
1065,4.03
1070,4.05
1075,4.06
1080,4.07
1085,4.11
1090,4.06
1095,4.12
1100,4.03
1105,3.97
1110,3.84
1115,2.04
1120,4.05
1125,4.04
1130,3.86
1135,3.93
1140,4.03
1145,3.75
1150,3.77
1155,3.94
1160,1.88
1165,3.97
1170,2.02
1175,1.90
1180,4.06
1185,4.03
1190,4.04
1195,2.03
1200,4.00
1205,3.94
1210,4.04
1215,3.94
1220,3.97
1225,4.07
1230,4.00
1235,4.01
1240,4.02
1245,4.07
1250,4.05
1255,4.05
1260,4.05
1265,4.06
1270,0.43
1275,-1.03
1280,2.92
1285,4.06
1290,3.93
1295,4.03
1300,4.09
1305,4.02
1310,4.04
1315,4.09
1320,4.05
1325,4.09
1330,4.08
1335,2.04
1340,4.00
1345,4.04
1350,4.02
1355,4.13
1360,4.05
1365,4.05
1370,4.01
1375,1.33
1380,1.91
1385,0.91
1390,4.03
1395,2.08
1400,4.09
1405,4.04
1410,4.09
1415,4.07
1420,4.02
1425,4.07
1430,1.99
1435,4.07
1440,4.03
1445,4.06
1450,4.11
1455,2.92
1460,4.10
1465,4.07
1470,4.11
1475,4.06
1480,4.10
1485,4.06
1490,4.03
1495,4.07
1500,4.01
1505,4.06
1510,4.07
1515,4.12
1520,4.05
1525,4.06
1530,4.01
1535,3.02
1540,3.88
1545,3.89
1550,3.97
1555,2.77
1560,4.02
1565,3.94
1570,2.81
1575,4.05
1580,4.01
1585,2.08
1590,4.02
1595,0.61
1600,3.88
1605,3.96
1610,3.94
