Episode,Average Reward
0,1.67
5,-1.00
10,-0.87
15,-0.86
20,-0.93
25,-0.85
30,-1.00
35,-0.98
40,-0.91
45,-0.87
50,-0.99
55,0.33
60,2.79
65,2.03
70,-0.56
75,-0.92
80,2.19
85,0.91
90,2.23
95,-0.99
100,3.37
105,3.46
110,3.69
115,3.45
120,3.65
125,3.80
130,3.58
135,3.65
140,3.74
145,3.79
150,3.78
155,3.65
160,3.72
165,3.74
170,3.69
175,3.76
180,3.71
185,3.85
190,3.85
195,3.93
200,4.01
205,3.88
210,3.92
215,3.80
220,3.82
225,3.91
230,3.99
235,4.03
240,2.89
245,0.91
250,-1.20
255,-0.13
260,3.86
265,3.82
270,3.92
275,3.89
280,3.87
285,3.84
290,3.74
295,3.76
300,3.94
305,3.87
310,3.85
315,3.98
320,4.07
325,4.04
330,3.93
335,4.00
340,4.06
345,4.03
350,3.90
355,3.87
360,4.07
365,4.13
370,3.91
375,4.09
380,4.07
385,3.99
390,4.15
395,4.26
400,4.13
405,4.17
410,4.14
415,4.15
420,4.17
425,4.41
430,4.16
435,4.07
440,4.18
445,4.04
450,4.23
455,4.16
460,4.19
465,4.04
470,4.04
475,4.09
480,4.08
485,2.04
490,1.98
495,2.81
500,4.04
505,3.05
510,4.08
515,4.06
520,4.10
525,4.06
530,3.94
535,4.18
540,4.01
545,3.96
550,2.81
555,1.98
560,-1.11
565,0.84
570,4.09
575,2.02
580,3.98
585,2.95
590,2.16
595,3.97
