Episode,Average Reward
0,0.06
5,-0.64
10,-1.07
15,-0.10
20,0.74
25,-0.20
30,0.48
35,-0.12
40,1.73
45,-0.22
50,1.24
55,0.36
60,0.42
65,2.25
70,0.99
75,-1.04
80,0.74
85,-0.26
90,0.38
95,1.85
100,4.52
105,0.10
110,0.15
115,3.51
120,0.51
125,3.06
130,1.94
135,-0.56
140,0.90
145,-0.27
150,0.16
155,1.52
160,3.43
165,3.38
170,3.55
175,3.24
180,4.37
185,0.80
190,2.65
195,3.80
200,3.60
205,3.66
210,2.11
215,2.30
220,3.62
225,-0.10
230,3.59
235,3.34
240,3.17
245,3.53
250,3.60
255,2.92
260,3.61
265,3.62
270,3.58
275,3.73
280,3.69
285,3.65
290,3.61
295,0.64
300,3.78
305,3.72
310,3.71
315,3.36
320,3.55
325,3.58
330,3.65
335,3.65
340,3.56
345,3.67
350,3.64
355,3.53
360,3.73
365,3.75
370,3.70
375,3.68
380,3.72
385,3.62
390,3.15
395,3.68
400,3.68
405,3.67
410,3.71
415,1.46
420,2.79
425,1.23
430,0.95
435,1.81
440,2.17
445,2.93
450,2.64
455,1.95
460,3.06
465,4.41
470,4.17
475,3.06
480,4.53
485,2.56
490,3.61
495,3.77
500,1.56
505,2.66
510,3.50
515,2.67
520,3.57
525,3.69
530,2.70
535,0.94
540,3.12
545,1.90
550,2.84
555,2.86
560,2.59
565,2.11
570,1.64
575,0.83
580,3.69
585,1.26
590,2.05
595,2.48
600,2.52
605,2.69
610,3.54
615,0.28
620,1.82
625,1.59
630,0.46
635,-0.28
640,4.59
645,3.34
650,3.77
655,1.55
660,3.97
665,4.60
670,3.19
675,3.56
680,4.23
685,4.31
690,2.39
695,1.90
