Episode,Average Reward
0,-1.26
5,0.44
10,0.35
15,0.39
20,0.36
25,0.68
30,1.93
35,0.26
40,0.63
45,1.90
50,3.65
55,4.29
60,2.21
65,2.00
70,3.33
75,4.73
80,4.69
85,2.14
90,4.65
95,3.57
100,2.17
105,4.65
110,4.10
115,3.53
120,3.48
125,3.58
130,3.61
135,3.75
140,3.36
145,3.53
150,3.55
155,3.56
160,3.57
165,3.35
170,3.31
175,3.09
180,3.33
185,3.22
190,3.33
195,3.40
200,3.39
205,3.13
210,3.22
215,3.37
220,3.30
225,3.30
230,3.42
235,3.42
240,3.55
245,3.63
250,3.63
255,4.62
260,4.54
265,3.66
270,2.11
275,3.79
280,4.64
285,4.75
290,4.64
295,4.63
300,4.63
305,4.50
310,3.51
315,4.59
320,3.28
325,3.56
330,3.43
335,4.60
340,4.66
345,4.59
350,4.71
355,4.53
360,4.66
365,4.63
370,4.66
375,4.59
380,4.70
385,4.74
390,4.56
395,4.61
