Episode,Average Reward
0,1.00
5,-0.98
10,-0.76
15,-0.18
20,-1.30
25,0.42
30,-0.25
35,-0.21
40,-0.45
45,-0.32
50,-0.16
55,-0.05
60,-0.40
65,0.77
70,2.27
75,-0.48
80,3.69
85,3.81
90,3.92
95,3.82
100,3.88
105,3.29
110,3.91
115,3.95
120,3.91
125,3.91
130,3.97
135,3.94
140,3.88
145,3.95
150,3.93
155,4.03
160,3.97
165,3.92
170,3.95
175,4.07
180,3.96
185,4.03
190,4.10
195,4.07
200,4.03
205,3.96
210,4.06
215,3.99
220,4.01
225,3.98
230,3.97
235,3.95
240,3.97
245,3.98
250,3.96
255,4.06
260,4.06
265,4.07
270,4.05
275,4.06
280,4.09
285,1.00
290,4.04
295,4.05
300,4.06
305,3.95
310,4.04
315,3.94
320,4.09
325,4.02
330,4.09
335,4.02
340,4.05
345,4.02
350,4.00
355,4.04
360,4.03
365,4.07
370,4.06
375,4.06
380,4.05
385,4.05
390,4.02
395,4.04
400,4.07
405,4.06
410,4.06
415,3.99
420,4.05
425,4.02
430,4.06
435,4.03
440,4.07
445,4.00
450,4.04
455,4.05
460,4.00
465,4.00
470,4.03
475,4.00
480,4.02
485,4.04
490,2.05
495,2.00
500,4.09
505,4.09
510,4.05
515,4.03
520,2.04
525,4.06
530,3.94
535,3.84
540,4.09
545,4.00
550,4.04
555,4.01
560,4.03
565,4.03
570,4.06
575,2.53
580,4.03
585,4.04
590,4.11
595,4.07
600,4.03
605,4.02
610,4.04
615,4.06
620,4.06
625,4.05
630,4.06
635,4.05
640,4.09
645,4.01
650,4.05
655,4.05
660,3.95
665,3.99
670,2.02
675,4.03
680,4.03
685,2.11
690,2.11
695,4.03
700,1.99
705,4.06
710,4.04
715,4.06
720,2.05
725,2.05
730,3.85
735,3.99
740,4.05
745,4.01
750,4.08
755,4.06
760,4.11
765,4.07
770,4.06
775,4.11
780,4.05
785,4.08
790,4.05
795,4.06
800,4.10
805,4.07
810,2.55
815,4.09
820,4.07
825,4.04
830,4.02
835,3.98
840,4.06
845,4.05
850,3.91
855,4.04
860,4.06
865,3.98
870,4.03
875,4.05
880,4.08
885,4.03
890,4.05
895,2.03
900,1.96
905,4.08
910,3.97
915,4.03
920,3.09
925,4.01
930,4.07
935,4.05
940,4.06
945,4.02
950,4.10
955,4.03
960,3.99
965,4.03
970,4.05
975,4.03
980,4.06
985,4.01
990,4.00
995,4.03
1000,4.04
1005,4.05
1010,4.03
1015,4.05
1020,4.10
1025,4.06
1030,4.08
1035,4.04
1040,4.05
1045,3.98
1050,2.03
1055,4.10
1060,4.04
1065,3.98
1070,0.97
1075,3.95
1080,3.91
1085,3.99
1090,4.06
1095,4.05
1100,4.06
1105,4.06
1110,4.05
1115,4.08
1120,4.10
1125,4.10
1130,4.04
1135,4.07
1140,4.10
1145,2.00
1150,4.00
1155,4.07
1160,4.00
1165,4.01
1170,4.01
1175,1.20
1180,4.06
1185,4.08
1190,4.03
1195,4.01
1200,3.98
1205,4.04
1210,4.07
1215,2.04
1220,3.96
1225,4.06
1230,4.06
1235,4.06
1240,4.02
1245,4.10
1250,4.05
1255,4.05
1260,4.06
1265,4.11
1270,4.04
1275,4.07
1280,4.11
1285,4.03
1290,4.06
1295,4.08
1300,3.97
1305,4.06
1310,2.53
1315,4.04
1320,4.04
1325,4.03
1330,4.05
1335,2.50
1340,2.05
1345,2.04
1350,2.04
1355,2.02
1360,4.01
1365,4.04
1370,2.04
1375,4.04
1380,3.99
1385,3.99
1390,4.09
1395,4.01
1400,4.00
1405,4.03
1410,4.02
1415,4.01
1420,4.09
1425,4.07
1430,4.05
1435,4.11
1440,4.04
1445,4.04
1450,4.03
1455,0.86
1460,4.00
1465,4.01
1470,2.90
1475,3.99
1480,-0.09
1485,1.91
1490,3.40
1495,3.97
