Episode,Average Reward
0,0.07
5,-0.33
10,-0.92
15,-0.90
20,-0.92
25,-0.95
30,-1.04
35,-0.81
40,0.18
45,-0.85
50,2.65
55,-1.45
60,-1.82
65,-0.62
70,-0.55
75,0.25
80,1.77
85,0.47
90,1.54
95,4.15
100,2.59
105,0.52
110,3.10
115,3.12
120,3.17
125,3.19
130,3.14
135,3.17
140,0.96
145,2.05
150,2.08
155,1.63
160,3.08
165,3.31
170,3.13
175,3.13
180,2.53
185,3.20
190,3.56
195,3.18
200,0.69
205,1.98
210,3.12
215,3.13
220,3.13
225,0.58
230,3.12
235,3.21
240,3.12
245,3.15
250,3.10
255,3.09
260,3.14
265,-0.44
270,3.18
275,3.21
280,3.24
285,3.18
290,3.11
295,3.08
300,-1.33
305,-0.08
310,1.14
315,3.07
320,-0.00
325,0.06
330,-0.19
335,0.28
340,4.06
345,3.04
350,3.97
355,2.05
360,4.02
365,1.96
370,3.08
375,0.08
380,3.15
385,3.03
390,3.10
395,3.09
400,3.02
405,3.07
410,3.06
415,3.08
420,1.98
425,3.10
430,3.12
435,3.08
440,3.04
445,3.12
450,3.05
455,3.08
460,2.98
465,3.06
470,3.18
475,3.11
480,3.14
485,3.02
490,3.23
495,3.16
500,3.84
505,3.06
510,3.11
515,3.03
520,3.15
525,1.95
530,1.98
535,3.06
540,3.04
545,3.10
550,3.01
555,1.97
560,2.94
565,3.00
570,2.97
575,2.00
580,2.91
585,2.99
590,2.96
595,3.00
600,2.99
605,3.08
610,4.02
615,4.03
620,1.98
625,3.10
630,3.17
635,3.16
640,3.17
645,3.17
650,4.14
655,1.97
660,3.91
665,3.04
670,2.99
675,2.07
680,3.10
685,3.14
690,4.09
695,4.02
700,2.97
705,3.54
710,3.61
715,3.13
720,1.61
725,3.19
730,3.11
735,3.04
740,3.16
745,3.02
750,3.12
755,3.12
760,2.11
765,3.08
770,1.84
775,2.00
780,3.03
785,3.09
790,3.71
795,3.91
800,-0.53
805,2.11
810,3.11
815,0.07
820,3.00
825,0.01
830,3.17
835,3.98
840,2.59
845,-0.18
850,1.85
855,3.15
860,-0.01
865,4.02
870,4.04
875,3.13
880,3.08
885,3.13
890,3.09
895,1.60
900,3.14
905,1.67
910,3.10
915,1.45
920,3.12
925,1.30
930,1.99
935,0.84
940,1.66
945,3.19
950,3.20
955,3.18
960,1.67
965,3.15
970,3.07
975,3.13
980,2.00
985,-0.37
990,1.21
995,-0.10
1000,3.11
1005,3.97
1010,2.05
1015,3.07
1020,3.00
1025,3.47
1030,1.51
1035,3.08
1040,3.02
1045,3.00
1050,2.03
1055,3.01
1060,2.05
1065,3.98
1070,0.48
1075,2.04
1080,3.05
1085,3.05
1090,4.06
1095,3.09
1100,1.06
1105,0.17
1110,1.83
1115,2.97
1120,3.07
1125,3.07
1130,3.11
1135,3.15
1140,3.10
1145,3.14
1150,3.12
1155,3.12
1160,3.14
1165,2.96
1170,3.08
1175,3.12
1180,3.09
1185,3.09
1190,3.10
1195,3.16
1200,3.08
1205,3.11
1210,3.15
1215,3.16
1220,3.11
1225,3.98
1230,3.05
1235,3.04
1240,3.04
1245,3.92
1250,3.10
1255,1.98
1260,2.03
1265,4.09
1270,3.16
1275,3.11
1280,4.03
1285,2.09
1290,3.02
1295,3.12
1300,1.60
1305,-0.97
1310,-1.30
1315,1.38
1320,3.02
1325,3.11
1330,3.03
1335,3.08
1340,3.14
1345,3.08
1350,3.06
1355,3.14
1360,2.90
1365,3.15
1370,3.15
1375,3.11
1380,3.15
1385,3.21
1390,3.08
1395,3.08
1400,3.20
1405,3.21
1410,3.23
1415,1.72
1420,1.60
1425,3.03
1430,3.14
1435,3.12
1440,3.93
1445,3.89
1450,2.07
1455,1.66
1460,3.12
1465,1.56
1470,3.61
1475,1.64
1480,3.16
1485,3.13
1490,3.15
1495,3.17
