Episode,Average Reward
1180,1.79
1185,1.29
1190,4.16
1195,2.03
1200,2.22
1205,2.02
1210,2.01
1215,1.22
1220,1.44
1225,2.83
1230,3.09
1235,3.29
1240,3.28
1245,3.27
1250,3.17
1255,3.58
1260,3.95
1265,3.46
1270,3.16
1275,1.53
1280,4.02
1285,4.17
1290,2.93
1295,2.97
1300,3.61
1305,3.55
1310,2.93
1315,3.21
1320,1.02
1325,3.22
1330,3.26
1335,3.18
1340,1.72
1345,3.15
1350,3.25
1355,3.21
1360,3.13
1365,1.42
1370,4.01
1375,3.14
1380,3.13
1385,3.23
1390,3.22
1395,3.12
1400,3.15
1405,3.20
1410,3.16
1415,3.25
1420,3.19
1425,3.22
1430,3.17
1435,3.23
1440,2.84
1445,3.29
1450,3.18
1455,3.27
1460,3.19
1465,3.60
1470,4.09
1475,2.00
1480,1.25
1485,3.22
1490,3.25
1495,3.26
1500,3.29
1505,3.33
1510,3.25
1515,3.31
1520,3.10
1525,1.63
1530,1.67
1535,3.13
1540,1.20
1545,1.29
1550,1.04
1555,-0.39
1560,-1.18
1565,0.02
1570,-0.29
1575,-0.51
1580,2.59
1585,1.04
1590,1.21
1595,-0.67
1600,-0.95
1605,1.63
1610,2.91
1615,2.97
1620,2.48
1625,3.01
1630,1.94
1635,2.99
1640,3.05
1645,2.99
1650,1.94
1655,3.10
1660,3.06
1665,1.85
1670,3.13
1675,0.87
1680,2.99
1685,3.02
1690,3.07
1695,2.04
1700,3.08
1705,3.09
1710,3.16
1715,1.54
1720,2.89
1725,3.16
1730,-1.09
1735,0.57
1740,0.64
1745,0.82
1750,-1.05
1755,3.15
1760,1.96
1765,0.06
1770,3.09
1775,2.09
1780,2.02
1785,3.17
1790,1.86
1795,3.67
1800,3.20
1805,2.07
1810,-0.03
1815,0.95
1820,-0.92
1825,-0.53
1830,2.06
1835,3.58
1840,0.00
1845,3.19
1850,1.37
1855,0.98
1860,-1.04
1865,3.23
1870,3.18
1875,2.05
1880,-1.15
1885,0.59
1890,2.95
1895,2.10
1900,4.13
1905,1.95
1910,0.21
1915,3.26
1920,4.19
1925,3.09
1930,3.20
1935,0.37
1940,1.99
1945,3.70
1950,-0.04
1955,1.26
1960,4.03
1965,3.20
1970,3.22
1975,3.18
1980,1.11
1985,2.17
1990,3.17
1995,3.19
2000,3.24
2005,3.26
2010,3.18
2015,4.13
2020,3.94
2025,2.76
2030,4.01
2035,3.12
2040,4.12
2045,1.32
2050,2.99
2055,3.65
2060,-0.38
2065,1.76
2070,3.26
2075,3.92
2080,0.91
2085,0.33
2090,3.06
2095,2.95
2100,3.00
2105,2.69
2110,3.12
2115,3.26
2120,3.34
2125,3.22
2130,1.72
2135,3.29
2140,3.32
2145,3.21
2150,3.24
2155,3.24
2160,3.24
2165,4.07
2170,3.18
2175,3.65
2180,3.12
2185,3.26
2190,-0.38
2195,1.62
2200,0.05
2205,1.24
2210,0.13
2215,3.11
2220,2.11
2225,3.18
2230,-0.01
2235,3.09
2240,3.41
2245,3.99
2250,3.90
2255,3.47
2260,3.99
2265,-0.96
2270,4.14
2275,-0.45
2280,3.03
2285,1.09
2290,1.98
2295,0.49
2300,-0.13
2305,0.57
2310,-0.76
2315,2.65
2320,2.68
2325,-0.09
2330,0.20
2335,1.26
2340,0.50
