Episode,Average Reward
0,-1.28
5,-5.44
10,-5.37
15,-3.55
20,-3.61
25,-4.72
30,-3.49
35,-6.90
40,-6.49
45,-3.76
50,0.23
55,-3.22
60,0.30
65,-0.21
70,0.98
75,-3.63
80,-0.11
85,0.84
90,-3.18
95,1.22
100,-1.13
105,-0.90
110,0.59
115,1.43
120,-1.89
125,0.43
130,0.29
135,-0.14
140,-0.58
145,2.48
150,1.17
155,-0.64
160,2.38
165,-0.28
170,0.45
175,1.27
180,0.97
185,-0.93
190,-1.09
195,2.86
200,-0.41
205,-0.68
210,-1.65
215,0.71
220,2.69
225,0.45
230,2.99
235,2.40
240,3.66
245,2.62
250,3.93
255,2.70
260,3.98
265,1.05
270,1.22
275,1.44
280,0.21
285,2.61
290,1.31
295,5.02
300,2.45
305,4.20
310,4.14
315,3.16
320,4.41
325,5.41
330,4.28
335,4.09
340,3.56
345,4.33
350,2.57
355,4.28
360,5.24
365,4.31
370,4.34
375,4.27
380,3.84
385,4.30
390,4.29
395,2.65
400,5.42
405,4.41
410,4.46
415,5.27
420,3.17
425,5.33
430,4.44
435,5.28
440,4.36
445,5.06
450,5.23
455,5.35
460,4.46
465,5.42
470,5.48
475,4.42
480,4.42
485,5.16
490,4.42
495,4.49
500,4.26
505,5.52
510,4.34
515,5.33
520,5.38
525,5.21
530,4.08
535,5.53
540,5.37
545,4.13
550,5.50
555,3.19
560,4.25
565,4.65
570,3.88
575,2.56
580,4.17
585,2.80
590,5.42
595,1.82
