Episode,Average Reward
0,-0.08
5,0.52
10,0.12
15,0.59
20,-0.22
25,0.62
30,0.99
35,0.02
40,-0.19
45,-0.02
50,0.31
55,0.78
60,0.19
65,1.38
70,2.56
75,3.87
80,-2.22
85,-1.23
90,-1.30
95,3.80
100,2.87
105,2.96
110,4.00
115,3.48
120,3.97
125,4.04
130,3.97
135,3.98
140,4.08
145,4.06
150,3.98
155,4.00
160,3.96
165,4.04
170,4.01
175,4.01
180,4.03
185,4.04
190,4.04
195,4.08
200,4.01
205,4.11
210,4.02
215,4.05
220,2.06
225,4.08
230,4.06
235,2.07
240,4.05
245,4.03
250,4.02
255,4.02
260,4.00
265,4.03
270,4.05
275,4.02
280,3.98
285,4.01
290,3.91
295,4.12
300,3.99
305,3.99
310,3.97
315,3.01
320,4.00
325,3.98
330,3.98
335,3.99
340,2.98
345,4.01
350,3.97
355,4.01
360,2.96
365,3.99
370,3.98
375,4.02
380,4.01
385,2.98
390,3.97
395,3.88
400,3.93
405,2.95
410,4.02
415,4.00
420,4.01
425,3.94
430,4.00
435,3.99
440,4.01
445,1.77
450,3.88
455,3.81
460,3.98
465,4.04
470,4.00
475,3.97
480,3.99
485,4.00
490,3.98
495,3.97
500,3.98
505,3.96
510,3.96
515,3.97
520,3.94
525,4.02
530,3.95
535,3.98
540,3.93
545,3.95
550,3.96
555,2.08
560,4.03
565,1.93
570,4.02
575,2.45
580,3.92
585,3.95
590,3.88
595,3.93
