Episode,Average Reward
0,-0.93
5,-0.24
10,-0.93
15,0.34
20,-0.13
25,0.47
30,-0.73
35,0.75
40,0.17
45,0.69
50,0.00
55,1.86
60,3.07
65,4.08
70,3.13
75,3.11
80,2.10
85,3.99
90,3.09
95,3.14
100,1.66
105,3.17
110,3.08
115,1.55
120,3.04
125,3.06
130,2.03
135,3.94
140,2.06
145,2.06
150,2.03
155,2.04
160,3.94
165,3.12
170,3.02
175,1.34
180,3.17
185,4.13
190,3.14
195,-0.00
200,3.09
205,2.09
210,3.12
215,3.14
220,3.13
225,3.16
230,3.14
235,3.17
240,2.03
245,3.09
250,3.12
255,4.05
260,3.17
265,3.12
270,2.05
275,3.18
280,2.02
285,3.99
290,3.17
295,4.05
300,3.11
305,4.14
310,3.13
315,3.14
320,3.17
325,3.12
330,3.13
335,4.10
340,4.12
345,3.13
350,3.15
355,3.16
360,2.11
365,3.63
370,3.12
375,3.14
380,3.12
385,3.62
390,3.07
395,3.14
400,3.09
405,3.18
410,4.02
415,3.14
420,0.49
425,4.07
430,1.75
435,4.01
440,2.00
445,3.02
450,3.05
455,3.96
460,3.05
465,1.96
470,3.10
475,3.11
480,3.04
485,3.07
490,3.11
495,1.90
500,3.96
505,3.18
510,3.07
515,3.09
520,3.09
525,3.12
530,3.11
535,1.68
540,3.14
545,3.12
550,3.14
555,3.12
560,4.05
565,3.21
570,3.11
575,3.14
580,3.11
585,2.02
590,3.06
595,3.63
600,1.55
605,4.07
610,2.03
615,2.01
620,0.11
625,2.10
630,3.63
635,4.07
640,3.18
645,3.19
650,3.18
655,3.15
660,3.09
665,1.62
670,2.08
675,3.13
680,3.12
685,3.15
690,3.16
695,0.65
700,2.04
705,3.09
710,3.14
715,-0.85
720,3.94
725,3.10
730,-0.07
735,3.14
740,3.09
745,2.52
750,1.61
755,3.09
760,3.05
765,4.02
770,3.10
775,3.11
780,4.08
785,3.10
790,4.14
795,4.06
800,1.58
805,4.04
810,2.12
815,4.11
820,4.10
825,4.03
830,3.10
835,4.02
840,0.10
845,4.16
850,4.10
855,2.04
860,4.01
865,3.05
870,4.12
875,4.14
880,4.11
885,2.05
890,2.11
895,3.13
900,4.07
905,4.01
910,3.64
915,4.08
920,3.14
925,4.02
930,4.08
935,3.14
940,4.07
945,2.09
950,3.99
955,3.62
960,4.11
965,3.63
970,2.01
975,3.60
980,4.11
985,2.00
990,3.16
995,3.15
1000,3.11
1005,3.11
1010,3.09
1015,0.94
1020,2.03
1025,2.01
1030,2.03
1035,3.11
1040,3.15
1045,2.07
1050,1.52
1055,3.12
1060,3.15
1065,3.10
1070,3.15
1075,3.10
1080,3.13
1085,3.14
1090,3.03
1095,3.11
1100,2.99
1105,-0.01
1110,3.15
1115,3.12
1120,3.15
1125,3.16
1130,2.79
1135,3.30
1140,3.29
1145,3.27
1150,3.18
1155,3.08
1160,0.12
1165,3.15
1170,2.73
1175,2.04
1180,3.03
1185,3.14
1190,3.12
1195,2.10
1200,3.07
1205,3.20
1210,3.20
1215,3.11
1220,3.14
1225,3.15
1230,-0.57
1235,3.20
1240,3.09
1245,3.23
1250,3.15
1255,3.08
1260,2.15
1265,3.18
1270,4.04
1275,3.10
1280,3.10
1285,3.11
1290,3.08
1295,3.02
1300,-1.01
1305,2.15
1310,3.27
1315,3.10
1320,0.02
1325,-0.95
1330,3.11
1335,-0.47
1340,-0.25
1345,4.01
1350,3.24
1355,2.09
1360,3.09
1365,3.18
1370,3.33
1375,3.29
1380,4.11
1385,3.12
1390,-0.28
1395,3.17
1400,3.28
1405,2.20
1410,1.22
1415,3.23
1420,3.10
1425,3.14
1430,2.38
1435,0.91
1440,3.95
1445,3.11
1450,3.07
1455,3.15
1460,3.17
1465,3.61
1470,2.51
1475,2.71
1480,3.10
1485,2.06
1490,2.13
1495,3.06
